"","district","ward","location","strategy","vaccination_year","total_dogs","vaccine_bundle","labour_VX_cost","perdiem_VX_cost","travel_VX_cost","fuel_VX_cost","vehicle_rent_VL","HH_wait","HH_trav","Household_costs","zeepot_cost","refrigeration_cost","labour_NVX_cost","perdiem_NVX_cost","travel_NVX_cost","vehicle_rent_NVL","fuel_NVX_cost","main_total","cost_per_dog","Vacc_delivery","vacc_storage","non_vacc_NV","total_total","perDog_cost"
"281","Tarime District Council","Komaswa","rural","continuous","second_year",441,273.121387283237,176.912995045417,37.159372419488,22.5147853014038,10.5188154341377,50.9964949628407,76.101180709168,89.7700511397455,179.742478504018,2.7046396127239,21.0992292870905,322.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1112.18106647579,2.52195253169114,571.223850446525,23.8038688998144,340.11550823816,1114.88570608852,2.52808550133451
"282","Tarime District Council","Komaswa","rural","continuous","third_year",518,320.809248554913,223.814123864575,37.159372419488,42.9358389760529,19.4999244273175,94.538002312139,34.3046773144954,40.4662924826832,100.972213479043,2.7046396127239,21.0992292870905,322.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1200.94346155878,2.31842367096289,738.756510554486,23.8038688998144,340.11550823816,1203.6481011715,2.32364498295657
"283","Tarime District Council","Manga","rural","continuous","first_year",936,579.686209744013,258.719888521883,37.159372419488,11.988764657308,4.90907380646543,23.7997861271677,221.206022683126,260.937817043509,482.143839726635,2.7046396127239,21.1573538856776,303.015154672334,59.746441929373,10.4842028842207,31.0828623092845,6.41132085713573,1833.00891115371,1.9583428537967,916.263095276326,23.8619934984015,410.739982652348,1833.00891115371,1.9583428537967
"284","Tarime District Council","Manga","rural","continuous","second_year",658,407.514450867052,295.823561519406,37.159372419488,21.6830289017341,10.8381399134477,52.5446188274155,117.109070832243,138.143550199505,268.952617728147,2.7046396127239,21.0992292870905,358.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1491.73052770194,2.26706767127954,825.563172448544,23.8038688998144,376.11550823816,1494.43516731467,2.27117806582776
"285","Tarime District Council","Manga","rural","continuous","third_year",893,553.055326176714,356.433677952106,37.1593724194881,25.9278546655657,12.8545188549408,62.3202688687037,156.145427776324,184.191400266006,356.77682407801,2.7046396127239,21.0992292870905,340.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1783.74258054078,1.99747209467052,1047.75101893752,23.8038688998144,358.11550823816,1786.4472201535,2.00050080644289
"286","Tarime District Council","Matongo","rural","pulsed","first_year",376,232.865400495458,97.7800313790258,99.0916597853014,14.8282089182494,6.08951389271187,29.5227030553262,126.423688260719,127.16459320766,253.58828146838,0,6.62074502247914,181.178689675706,4.12881915772089,0,11.5046105147261,2.37300376691032,944.171074525009,2.51109328331119,480.177517526073,6.62074502247914,199.185123115063,939.571667131995,2.49886081684041
"287","Tarime District Council","Matongo","rural","pulsed","second_year",258,159.785301403799,75.1646903385633,99.0916597853014,14.8282089182494,6.09120281677218,29.5308911643271,89.7200368301875,90.2458403409198,179.965877171108,0,11.242774566474,177.354522320903,0,0,11.5046105147261,2.37300376691032,766.932742767133,2.97260753010517,384.491954427012,11.242774566474,191.232136602539,766.932742767133,2.97260753010517
"288","Tarime District Council","Matongo","rural","pulsed","third_year",445,275.59867877787,94.219598678778,99.0916597853014,14.4840338563171,5.93806060953605,28.7884391412057,163.12733969125,164.0833460744,327.210685765651,0,10.9929351316635,177.354522320903,0,0,11.5046105147261,2.37300376691032,1047.55622834886,2.3540589401098,518.120470849008,10.9929351316635,191.232136602539,1047.55622834886,2.3540589401098
"289","Tarime District Council","Mbogi","rural","pulsed","first_year",571,353.633360858795,95.2086077621802,74.318744838976,9.4361329479769,3.86983562712176,18.7614331957061,213.59486040823,214.846631266167,428.4414916744,0,6.62074502247914,179.392975389991,4.12881915772089,0,8.62845788604459,1.77975282518274,1188.81976457959,2.08199608507809,555.228115230756,6.62074502247914,193.93000525894,1184.22035718657,2.07394108088717
"290","Tarime District Council","Mbogi","rural","pulsed","second_year",283,175.268373245252,81.8899521056979,74.318744838976,7.94470767960365,3.27289916506102,15.867412716763,114.189137783875,114.85834225208,229.047480035956,0,11.242774566474,175.568808035188,0,0,8.62845788604459,1.77975282518274,784.829363100199,2.77324863286289,358.562089751353,11.242774566474,185.977018746416,784.829363100199,2.77324863286289
"291","Tarime District Council","Mbogi","rural","pulsed","third_year",362,224.194880264245,94.7470701899258,74.318744838976,6.13778860445914,2.52085663057773,12.2214191577209,143.755968102914,144.598448728065,288.35441683098,0,10.9929351316635,175.568808035188,0,0,8.62845788604459,1.77975282518274,899.465130394963,2.48471030495846,414.140759685904,10.9929351316635,185.977018746416,899.465130394963,2.48471030495846
"292","Tarime District Council","Mwema","rural","continuous","first_year",772,478.117258464079,196.54515937242,49.5458298926508,10.1244830718415,4.1685395219745,20.2095859620149,205.433757251174,242.332625097448,447.937632307326,2.7046396127239,21.1573538856776,365.523825192565,72.1328994025354,11.2883024116164,36.263339360832,7.47987433332502,1723.19872279158,2.23212269791656,758.710856284981,23.8619934984015,492.688240700874,1723.19872279158,2.23212269791656
"293","Tarime District Council","Mwema","rural","continuous","second_year",696,431.048720066061,209.993378199835,49.5458298926508,12.8205210569777,5.27395995810013,25.5687985136252,183.352585646441,216.285356372962,407.172940202423,2.7046396127239,21.0992292870905,352.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1532.63888541492,2.2020673641019,734.25120768725,23.8038688998144,370.11550823816,1535.34352502765,2.20595334055696
"294","Tarime District Council","Mwema","rural","continuous","third_year",515,318.951279933939,129.56483402147,49.5458298926508,5.53548224607763,2.28652823653546,11.0853666391412,121.840750461829,143.725107783323,277.895855271911,2.7046396127239,21.0992292870905,304.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1118.57666025748,2.17199351506306,516.969320969814,23.8038688998144,322.11550823816,1140.7845533797,2.21511563763049
"295","Tarime District Council","Nyakonga","rural","continuous","first_year",775,479.975227085054,256.484727497936,37.159372419488,8.0020701899257,3.2894741872343,15.9477704376549,248.807487189042,293.496902949116,542.304390138158,2.7046396127239,21.1573538856776,285.015154672334,59.746441929373,10.4842028842207,31.0828623092845,6.41132085713573,1759.7650081062,2.27066452658865,800.858641817293,23.8619934984015,392.739982652348,1759.7650081062,2.27066452658864
"296","Tarime District Council","Nyakonga","rural","continuous","second_year",508,314.616019818332,168.866415359207,37.159372419488,8.17415772089184,3.35153232712481,16.2486358381503,168.763240121886,199.075553822855,367.838793944741,2.7046396127239,21.0992292870905,232.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1187.46966495318,2.33753871053776,548.416133483195,23.8038688998144,250.11550823816,1190.17430456591,2.3428628042636
"297","Tarime District Council","Nyakonga","rural","continuous","third_year",206,127.580511973576,71.860426919901,37.159372419488,1.66351279933939,0.674980464568615,3.272387283237,63.4833683636065,74.8858975828965,138.369265946503,2.7046396127239,21.0992292870905,178.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,597.795195331862,2.90191842394108,242.21119186011,23.8038688998144,196.11550823816,600.499834944587,2.91504774244945
"298","Tarime District Council","Nyarero","rural","continuous","first_year",1600,990.916597853014,308.973758876962,49.5458298926508,31.7214682080925,13.6571112793223,66.211334434352,425.851166662702,502.340182543653,955.762592557859,2.7046396127239,21.1573538856776,413.523825192565,72.1328994025354,11.2883024116164,36.263339360832,7.47987433332502,2973.73839468386,1.85858649667741,1461.02610054439,23.8619934984015,540.688240700874,2981.33892730153,1.86333682956346
"299","Tarime District Council","Nyarero","rural","continuous","second_year",1241,768.579686209744,310.128592072668,49.5458298926508,29.0254302229563,14.1459173242194,68.5811255161026,305.981949379867,360.940723753588,697.405165782944,2.7046396127239,21.0992292870905,424.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,2400.62648454654,1.93442907699157,1240.00658123834,23.8038688998144,442.11550823816,2403.33112415926,1.93660848038619
"300","Tarime District Council","Nyarero","rural","continuous","third_year",1158,717.175887696119,287.516213047069,49.5458298926508,27.8208175061933,16.8035768036823,81.4657815028904,161.271414041708,190.238087648476,410.761987402112,2.7046396127239,21.0992292870905,448.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,2078.30483137597,1.79473646923659,1180.3281064486,23.8038688998144,466.11550823816,2081.00947098869,1.79707208202823
"301","Tarime District Council","Pemba","rural","pulsed","first_year",591,366.019818331957,95.604211395541,74.318744838976,9.63690173410406,3.96162668593449,19.206447398844,223.790319138933,225.101840395817,448.892159534753,0,6.62074502247914,179.392975389991,4.12881915772089,0,8.62845788604459,1.77975282518274,1222.79006759454,2.06901872689432,568.747750385357,6.62074502247914,193.93000525894,1218.19066020153,2.06123631167771
"302","Tarime District Council","Pemba","rural","pulsed","second_year",456,282.411230388109,83.9998381502892,74.318744838976,12.7344772914947,5.21751847264275,25.2951633360859,175.871663104629,176.902357486462,352.774020591093,0,11.242774566474,175.568808035188,0,0,8.62845788604459,1.77975282518274,1033.97078638158,2.26747979469645,483.976972477598,11.242774566474,185.977018746416,1033.97078638158,2.26747979469645
"303","Tarime District Council","Pemba","rural","pulsed","third_year",183,113.336085879439,101.867935590421,74.318744838976,10.0097580511974,4.10443896229012,19.8988186622626,74.9366216706679,75.3757871029274,150.312408773596,0,10.9929351316635,175.568808035188,0,0,8.62845788604459,1.77975282518274,670.818144636261,3.66567292150962,323.535781984586,10.9929351316635,185.977018746416,670.818144636261,3.66567292150962
"304","Tarime District Council","Regicheri","rural","continuous","first_year",500,309.661436829067,143.23656895128,37.159372419488,34.0446498761355,13.9781246826926,67.7676464079275,145.104841973958,171.167765903763,316.272607877721,2.7046396127239,21.1573538856776,321.015154672334,59.746441929373,10.4842028842207,31.0828623092845,6.41132085713573,1374.72238319506,2.74944476639012,605.847799166591,23.8619934984015,428.739982652348,1374.72238319506,2.74944476639012
"305","Tarime District Council","Regicheri","rural","continuous","second_year",696,431.048720066061,239.907283236995,37.159372419488,66.5118307184147,27.3415595620393,132.555201981834,181.775359103246,214.424837178356,396.200196281602,2.7046396127239,21.0992292870905,322.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1691.93890179168,2.43094669797655,934.523967984831,23.8038688998144,340.11550823816,1694.64354140441,2.43483267443162
"306","Tarime District Council","Regicheri","rural","continuous","third_year",795,492.361684558216,213.271614368291,37.159372419488,53.6339471511149,22.0372382481573,106.839207927333,149.442214967744,176.28419368893,325.726408656675,2.7046396127239,21.0992292870905,376.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1666.24421085452,2.09590466774154,925.303064672601,23.8038688998144,394.11550823816,1668.94885046725,2.09930673014748
"307","Tarime District Council","Sirari","rural","continuous","first_year",438,271.263418662263,110.640470685384,49.5458298926508,2.23713790255987,0.924784116279781,4.483465730801,106.857098301474,126.050175434565,232.907273736039,2.7046396127239,21.1573538856776,293.523825192564,72.1328994025354,11.2883024116164,36.263339360832,7.47987433332502,1116.55261492525,2.54920688339098,439.095106989938,23.8619934984015,420.688240700873,1116.55261492525,2.54920688339099
"308","Tarime District Council","Sirari","rural","continuous","second_year",779,482.452518579686,212.973592898431,49.5458298926508,4.21614450867053,1.96331530415635,9.51839108175064,106.068485029877,125.119915837262,262.698393268857,2.7046396127239,21.0992292870905,400.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1462.58292305945,1.87751338005065,760.669792265346,23.8038688998144,418.115508238161,1465.28756267218,1.88098531793604
"309","Tarime District Council","Sirari","rural","continuous","third_year",894,553.674649050372,163.688292320397,49.5458298926508,6.02306358381504,3.29159516163563,15.9580531791908,7.09751944437836,8.37233637572756,57.2548457441245,2.7046396127239,21.0992292870905,448.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1336.65106645743,1.49513542109333,792.181483188061,23.8038688998144,466.11550823816,1339.35570607016,1.49816074504492
"310","Tarime District Council","Susuni","rural","continuous","first_year",1445,894.921552436004,344.587324525186,61.9322873658134,7.170313790256,2.93778520965226,14.2427395540876,358.030425305309,422.33785717559,785.334531283343,2.7046396127239,21.1573538856776,500.032495712795,84.5193568756984,12.0924019390122,41.4438164123793,8.54842780951431,2726.6143790133,1.88693036609917,1325.792002881,23.8619934984015,646.636498749399,2781.62502641214,1.9250000182783
"311","Tarime District Council","Susuni","rural","continuous","second_year",1041,644.715111478117,523.027679603634,61.9322873658134,11.8166771263419,4.8486653133315,23.5069184145335,152.202361418336,179.540102279491,388.254950070475,2.7046396127239,21.0992292870905,490.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1933.94681880501,1.85777792392412,1269.84733930177,23.8038688998144,508.11550823816,2190.02166651022,2.10376721086477
"312","Tarime District Council","Susuni","rural","continuous","third_year",986,610.65235342692,535.321065235343,61.9322873658134,3.87196944673824,1.58464281891305,7.68254087530968,95.0278992275103,112.096281475019,277.679163688987,2.7046396127239,21.0992292870905,520.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1711.35447301746,1.73565362374996,1221.04485916904,23.8038688998144,538.11550823816,2060.643399996,2.08990202839351
"313","Tarime Town Council","Bomani","urban","pulsed","first_year",80,49.5458298926507,52.3515474814204,74.318744838976,1.69219405450042,0.687274260635533,3.33198909991743,24.4691009536875,24.61250191116,49.0816028648477,0,6.62074502247914,179.392975389991,4.12881915772089,0,8.62845788604459,1.77975282518274,441.333673484524,5.51667091855655,181.9275796281,6.62074502247914,193.93000525894,431.559932774367,5.39449915967959
"314","Tarime Town Council","Bomani","urban","pulsed","second_year",148,91.6597853014038,90.2477423616847,74.318744838976,3.78592568125517,1.54084862525614,7.47022130470687,50.4675207169804,50.7632851917674,101.230805908748,0,11.242774566474,186.283093749474,0,0,25.8853736581338,5.33925847554822,599.004574471661,4.0473282058896,269.023268113283,11.242774566474,217.507725883156,599.004574471661,4.0473282058896
"315","Tarime Town Council","Bomani","urban","pulsed","third_year",87,53.8810900082577,61.1207613542528,74.318744838976,1.83560033030554,0.751139156497538,3.64161387283238,31.6059220651797,31.7911483019149,63.3970703670949,0,10.9929351316635,180.925950892331,0,0,17.2569157720892,3.55950565036548,471.681327374666,5.42162445258237,195.548949561122,10.9929351316635,201.742372314786,471.681327374666,5.42162445258237
"316","Tarime Town Council","Kenyamanyori","urban","continuous","first_year",968,599.504541701074,200.49394384806,37.159372419488,9.63690173410406,4.05035411505643,19.6366087530967,246.04734073845,290.240994358555,542.9670834865,2.7046396127239,21.1573538856776,1099.06644196902,61.9322873658135,2.77800960651893,8.23605676529359,1.69881402795096,2574.45380896008,2.65955972000008,870.481722570878,23.8619934984015,1173.7116097346,2611.02240929038,2.69733719968014
"317","Tarime Town Council","Kenyamanyori","urban","continuous","second_year",791,489.884393063584,209.173819157721,37.159372419488,42.2188075970273,17.412217902254,84.4165474814205,201.884997528985,238.146456909584,446.025202993243,2.7046396127239,21.0992292870905,1079.29897706399,0,1.42588031037946,2.74535225509786,0.566271342650322,2431.42607087394,3.07386355357009,880.265157621495,23.8038688998144,1084.03648097211,2434.13071048667,3.07728281983144
"318","Tarime Town Council","Kenyamanyori","urban","continuous","third_year",630,390.173410404624,126.361103220479,37.159372419488,24.5511544178365,11.2529475181209,54.5556564822462,2.76014645059159,3.25590859056072,75.0297883992649,2.7046396127239,21.0992292870905,1079.29897706398,0,1.42588031037946,2.74535225509786,0.566271342650322,1824.21914312127,2.89558594146233,644.053644462795,23.8038688998144,1084.03648097211,1826.92378273399,2.89987902021268
"319","Tarime Town Council","Ketare","urban","pulsed","first_year",417,258.257638315442,92.9826985962016,123.864574731627,10.2392080924856,4.20907369942197,20.4061005780347,176.891208977699,177.927878399427,354.819087377128,0,6.62074502247914,191.892975389992,4.12881915772089,0,28.7615262868154,5.9325094172758,1111.88869737478,2.66639975389636,509.959294013213,6.62074502247914,230.715830251804,1102.11495666462,2.64296152677368
"320","Tarime Town Council","Ketare","urban","pulsed","second_year",496,307.184145334434,78.3423938893478,123.864574731627,3.72856317093312,1.54304815426492,7.4808848885219,191.164851200684,192.285171180937,383.450022381623,0,11.242774566474,179.140236606617,0,0,14.3807631434077,2.9662547086379,1113.32366157589,2.244604156403,522.143610169129,11.242774566474,196.487254458662,1113.32366157589,2.244604156403
"321","Tarime Town Council","Ketare","urban","pulsed","third_year",260,161.023947151115,60.3493476465732,123.864574731627,7.11295127993395,2.91504365079365,14.1324857142857,87.1711721475117,87.6820380585073,174.85321020602,0,10.9929351316635,188.068808035188,0,0,28.7615262868154,5.9325094172758,778.007339251291,2.99233592019727,369.398350174328,10.9929351316635,222.76284373928,778.007339251291,2.99233592019727
"322","Tarime Town Council","Nkende","urban","pulsed","first_year",615,380.883567299752,186.527113129645,123.864574731627,7.31372006606112,3.02643408416674,14.6725200660611,258.964651759859,260.48231189311,519.446963652971,0,6.62074502247914,182.96440396142,4.12881915772089,0,14.3807631434077,2.9662547086379,1456.56961973411,2.36840588574652,716.287929377314,6.62074502247914,204.440240971187,1446.79587902395,2.35251362442919
"323","Tarime Town Council","Nkende","urban","pulsed","second_year",591,366.019818331957,162.131555739059,123.864574731627,7.45712634186624,3.06688970700676,14.8686538398019,222.261000329328,223.56355902637,445.8245593557,0,11.242774566474,179.140236606617,0,0,14.3807631434077,2.9662547086379,1330.96320707215,2.25205280384459,677.408618691318,11.242774566474,196.487254458662,1330.96320707215,2.25205280384459
"324","Tarime Town Council","Nkende","urban","pulsed","third_year",658,407.514450867052,168.395279933939,123.864574731627,10.755470685384,4.41559376242469,21.4073349298101,232.456459060031,233.81876815602,466.275227216053,0,10.9929351316635,179.140236606617,0,0,14.3807631434077,2.9662547086379,1410.10812171661,2.1430214615754,736.352704910237,10.9929351316635,196.487254458662,1410.10812171662,2.1430214615754
"325","Tarime Town Council","Nyamisangura","urban","continuous","first_year",390,241.535920726672,91.3063278282412,37.1593724194881,2.40922543352602,0.991987582958682,4.80927630057805,117.897684103841,139.073809796808,256.971493900648,2.7046396127239,21.1573538856776,1027.06644196902,61.9322873658135,2.77800960651893,8.23605676529359,1.69881402795096,1760.75720742511,4.5147620703208,378.212110291464,23.8619934984015,1101.7116097346,1760.75720742511,4.51476207032081
"326","Tarime Town Council","Nyamisangura","urban","continuous","second_year",626,387.696118909992,145.50898265896,37.159372419488,8.74778282411232,5.41712573018932,26.2628835672998,93.0563660485163,109.770632481761,234.508240890702,2.7046396127239,21.0992292870905,1097.29897706399,0,1.42588031037946,2.74535225509786,0.566271342650322,1968.43621725995,3.14446680073474,610.792266110041,23.8038688998144,1102.03648097211,1971.14085687267,3.14878731129819
"327","Tarime Town Council","Nyamisangura","urban","continuous","third_year",777,481.21387283237,140.256354252684,37.159372419488,5.56416350123866,3.13955271890388,15.2209329479769,85.5645399683392,100.933166307382,217.836448718735,2.7046396127239,21.0992292870905,1097.29897706399,0,1.42588031037946,2.74535225509786,0.566271342650322,2023.5264076506,2.60428109092742,682.554248672662,23.8038688998144,1102.03648097211,2026.23104726332,2.60776196558986
"328","Tarime Town Council","Nyandonto","urban","pulsed","first_year",632,391.412056151941,59.4180305532619,123.864574731627,2.7534004954583,1.12340944123314,5.44642543352602,205.438493423668,206.642463962447,412.080957386117,0,6.62074502247914,182.96440396142,4.12881915772089,0,14.3807631434077,2.9662547086379,1216.93358089699,1.92552781787498,584.017896807047,6.62074502247914,204.440240971187,1207.15984018683,1.9100630382703
"329","Tarime Town Council","Nyandonto","urban","pulsed","second_year",651,403.179190751445,106.803444260942,123.864574731627,2.52395045417011,1.04583676637,5.0703436829067,222.261000329328,223.56355902637,445.8245593557,0,11.242774566474,179.140236606617,0,0,14.3807631434077,2.9662547086379,1296.0419290283,1.99084781724777,642.48734064746,11.242774566474,196.487254458662,1296.0419290283,1.99084781724777
"330","Tarime Town Council","Nyandonto","urban","pulsed","third_year",628,388.934764657308,86.3517208918251,123.864574731627,4.47427580511974,1.84312675474814,8.93570239471513,179.94984659691,181.004441138322,360.954287735234,0,10.9929351316635,188.068808035188,0,0,28.7615262868154,5.9325094172758,1209.11423184152,1.9253411335056,614.404165235343,10.9929351316635,222.76284373928,1209.11423184152,1.92534113350561
"331","Tarime Town Council","Sabasaba","urban","pulsed","first_year",143,88.5631709331132,77.2745763831545,74.318744838976,1.72087530966144,0.711940407376824,3.4515735755574,50.9772936535156,51.2760456482499,102.253339301766,0,6.62074502247914,179.392975389991,4.12881915772089,0,8.62845788604459,1.77975282518274,558.618711741181,3.90642455763064,246.040881447839,6.62074502247914,193.93000525894,548.844971031024,3.83807672049667
"332","Tarime Town Council","Sabasaba","urban","pulsed","second_year",199,123.245251857969,83.9998381502892,74.318744838976,2.58131296449216,1.05758068018473,5.12727960363337,73.4073028610625,73.8375057334799,147.244808594543,0,11.242774566474,175.568808035188,0,0,8.62845788604459,1.77975282518274,634.794610002977,3.18992266333154,290.330008095544,11.242774566474,185.977018746416,634.794610002977,3.18992266333154
"333","Tarime Town Council","Sabasaba","urban","pulsed","third_year",215,133.154417836499,83.6701684558218,74.318744838976,2.40922543352602,0.988845398660428,4.79404260941372,82.0734427821601,82.5544334936823,164.627876275843,0,10.9929351316635,175.568808035188,0,0,8.62845788604459,1.77975282518274,660.933274726819,3.07410825454334,299.335444572897,10.9929351316635,185.977018746416,660.933274726819,3.07410825454334
"334","Tarime Town Council","Turwa","urban","pulsed","first_year",425,263.212221304707,102.823649050372,74.318744838976,3.41306936416186,1.40852338899593,6.82869248554915,162.10779381818,163.057825161435,325.165618979616,0,6.62074502247914,184.750118247134,4.12881915772089,0,17.2569157720892,3.55950565036548,1003.26036397232,2.36061262111135,452.004900432762,6.62074502247914,209.69535882731,993.486623262167,2.33761558414627
"335","Tarime Town Council","Turwa","urban","pulsed","second_year",299,185.177539223782,90.5932320396368,74.318744838976,2.8681255161024,1.17203474324862,5.68216680429399,109.601181355059,110.243498143737,219.844679498797,0,11.242774566474,180.925950892331,0,0,17.2569157720892,3.55950565036548,792.641669546097,2.65097548343176,359.81184316604,11.242774566474,201.742372314786,792.641669546097,2.65097548343176
"336","Tarime Town Council","Turwa","urban","pulsed","third_year",270,167.217175887696,77.7361139554089,74.318744838976,3.49911312964493,1.4496074486956,7.02787299752272,97.87640381475,98.4500076446398,196.326411459391,0,10.9929351316635,175.568808035188,0,0,8.62845788604459,1.77975282518274,724.544993595414,2.68349997627931,331.248628257944,10.9929351316635,185.977018746416,724.544993595414,2.68349997627931
